,pred,gt,path,Leven_distance
11672,築ナ8カあ,でデ9カiの,66_val_00159.png,0.833
11673,を後う求侵平0,を後う求侵平Q,66_val_00166.png,0.143
11674,マ認命さら26,マ認命8た26,66_val_00169.png,0.286
11675,0lna,0Ina,66_val_00175.png,0.250
11676,改ど取村た,改い取就た,66_val_00178.png,0.400
11677,法と及にー,廃と仮2遊ー,66_val_00181.png,0.667
11678,も置ス長果キ,も置ス長果す,66_val_00182.png,0.167
11679,性ジアン場る,やブアン場る,66_val_00183.png,0.333
11680,をFジて自あ脱,をFジて自あ暁,66_val_00190.png,0.143
11681,が激ブt市れ,をョが代方も,66_val_00191.png,1.000
11682,ー8はフ計通,ー0はフ計通,66_val_00196.png,0.167
11683,イ行エ銭のズ,イ行エ銭のブ,66_val_00197.png,0.167
11684,うは,う灯,66_val_00199.png,0.500
11685,豊歳式ド人,爆焼者メよ,66_val_00202.png,1.000
11686,タ就,タ杭,66_val_00211.png,0.500
11687,民れし,民れり,66_val_00214.png,0.333
11688,連O居a,連O居民,66_val_00226.png,0.250
11689,拡イ,鉱イ,66_val_00229.png,0.500
11690,2悪のン設の翼,2悪のン設の剽,66_val_00231.png,0.143
11691,ス権受てカン3,ス緒受てカン3,66_val_00234.png,0.143
11692,5ン考クいル,らに考クいル,66_val_00237.png,0.333
11693,えテ紀時騰じて,えテ紀時搬じて,66_val_00241.png,0.143
11694,裏は作球政,慕ーは作球政,66_val_00244.png,0.333
11695,世ので制問い,世ので制l問い,66_val_00246.png,0.143
11696,リきで0やi,リきで0やj,66_val_00253.png,0.167
11697,りの暴,りの曇,66_val_00259.png,0.333
11698,とあM,ピ川,66_val_00262.png,1.000
11699,く配hFと反,ぐ配伝Fと派,66_val_00269.png,0.500
11700,合し繁は国特う,合し繁は囲特う,66_val_00276.png,0.143
11701,支を神ニ,支を神二,66_val_00277.png,0.250
11702,送でス9と地,澄でス9と崎,66_val_00279.png,0.333
11703,るオン所た,る大ン所た,66_val_00284.png,0.200
11704,いルt出ラ,いルl出ラ,66_val_00286.png,0.200
11705,水う膝,水う腔,66_val_00292.png,0.333
11706,でお城たさ,でお城くたさ,66_val_00300.png,0.167
11707,力トとォ,ー業セ意大原3,66_val_00304.png,1.000
11708,義土事面パ,義北事臣パ,66_val_00316.png,0.400
11709,ンコアすS年が,ンユアす9年が,66_val_00321.png,0.286
11710,度腰,度膜,66_val_00327.png,0.500
11711,期に司たで成,期コ司たで成,66_val_00333.png,0.167
11712,集まらる取校,葉hまらる取校,66_val_00339.png,0.286
11713,0I6,0l6,66_val_00342.png,0.333
11714,にに点と使の4,にに有と使の4,66_val_00346.png,0.143
11715,径るo書,怪るg書,66_val_00350.png,0.500
11716,よに,よで,76_test_00735.png,0.500
11717,5な送前ハ新,ちな避前ハ新,66_val_00356.png,0.333
11718,函カ系pとだ1,函カ系pとパn,66_val_00360.png,0.286
11719,う区ン向月,リグ6ンら跡ポ,66_val_00364.png,0.857
11720,あでチ徒く,あでテ徒く,66_val_00365.png,0.200
11721,1l言11,1I11,66_val_00371.png,0.400
11722,永をン天,予をン天,66_val_00380.png,0.250
11723,3かリ壮動れ,3かリ牡動れ,66_val_00384.png,0.167
11724,まル乳ー,まル凱ー,66_val_00396.png,0.250
11725,ロ同他性iにれ,ロ同他性1にれ,66_val_00400.png,0.143
11726,色っ4,色う4,66_val_00404.png,0.333
11727,るかるバ台価に,るかるバ台価た,66_val_00406.png,0.143
11728,ー味選時,ー味ミ選侍,66_val_00409.png,0.400
11729,しあ町サ,h4I9lD9,66_val_00417.png,1.000
11730,oはt撃とお王こ,ッはとのデ会デ,66_val_00418.png,0.875
11731,右ッデ雪,をッデ書,66_val_00421.png,0.500
11732,要兄隊ン方を,要児陰ン方を,66_val_00422.png,0.333
11733,部間えたモり社,記間えた後の地,66_val_00423.png,0.571
11734,とセロてヤo,どセロてヤo,66_val_00425.png,0.167
11735,出学ーAF,出2ーA月,66_val_00426.png,0.400
11736,前コ衆,前1衆,66_val_00433.png,0.333
11737,国率シ準け,国率シ琴も,66_val_00435.png,0.400
11738,ル治組街発フ南,外6割街発フ南,66_val_00436.png,0.429
11739,はョて米,はで米,66_val_00439.png,0.500
11740,Bか5はトとナ,Bか5ばトとナ,66_val_00441.png,0.143
11741,賞戸1英l,賞戸7英I,66_val_00443.png,0.400
11742,れーが動媛ア隊,れーが動蝦ア隊,66_val_00444.png,0.143
11743,けたれうとスて,けたれうとスで,66_val_00450.png,0.143
11744,県たく,粟いかに,66_val_00451.png,1.000
11745,援,扱,67_train_04074.png,1.000
11746,ブ初,ワ打,66_val_00455.png,1.000
11747,録者,炭香,66_val_00461.png,1.000
11748,ントる場9フ,ウートる場9フ,66_val_00466.png,0.286
11749,茶入渡撃か,索入渡撃か,66_val_00467.png,0.200
11750,わ雇は州欄,わ雇は州棚,66_val_00497.png,0.200
11751,でダ,でタ,66_val_00498.png,0.500
11752,浜的けお進,浜的けお選,66_val_00500.png,0.200
11753,冊を,評を,66_val_00507.png,0.500
11754,9お客ー他ォ白,9お客ー他ォ曲,66_val_00511.png,0.143
11755,1でドさ代O,1でドさ従つ,66_val_00512.png,0.333
11756,得集,総史,66_val_00524.png,1.000
11757,2星がaた両康,2星給aた両康,66_val_00527.png,0.143
11758,A1fGpco,41HGpc0,66_val_00534.png,0.429
11759,PズとーRラ,PズれーBラ,66_val_00537.png,0.333
11760,るトラ渉し作,るトラ飯し作,66_val_00555.png,0.167
11761,者藤ニ,者藤に,66_val_00556.png,0.333
11762,的L利てをで,的b利てをこ,66_val_00568.png,0.333
11763,サり,セつ,66_val_00569.png,1.000
11764,別Sにラしよ,子ン騎い後向電,66_val_00574.png,1.000
11765,現生ルウr夫ハ,現生ルウrぇバ,66_val_00588.png,0.286
11766,顕成ラp,題成ラp,66_val_00590.png,0.250
11767,物がのががし,物がのがなし,66_val_00606.png,0.167
11768,たるァ小的ーわ,も小ァ小的ーわ,66_val_00609.png,0.286
11769,村1るる,付1るる,66_val_00611.png,0.250
11770,装れ年傷る業r,装れ年こ特ちr,66_val_00614.png,0.429
11771,l6yrA,16yzA,66_val_00619.png,0.400
11772,を高し,を指めし,66_val_00621.png,0.500
11773,デバの置るに降,す東の遠みに降,66_val_00625.png,0.571
11774,Sで校う世ンさ,らッがれまンが,66_val_00630.png,0.857
11775,眞でィ拓能距重ス,揮で持魔両種ア,66_val_00634.png,0.875
11776,hが輩朱たこし,nが開朱たし,66_val_00641.png,0.429
11777,す2選,すと巨,66_val_00646.png,0.667
11778,1た2じ10,1121m10,66_val_00650.png,0.429
11779,らが根4,ー1方国n,66_val_00652.png,1.000
11780,スを,えを,66_val_00664.png,0.500
11781,て良よ側たて,て反よ側たて,66_val_00671.png,0.167
11782,サ1,ザ1,66_val_00673.png,0.500
11783,ミリnヒ,しリnヒ,66_val_00676.png,0.250
11784,府の産ョ店wや,間の重日店wや,66_val_00689.png,0.429
11785,がのと,がのおと,66_val_00697.png,0.250
11786,かと映教,がと映教,66_val_00718.png,0.250
11787,席成にっ北販,幕成にっ北販,66_val_00720.png,0.167
11788,エ一共ダ,ェー井ダ,66_val_00725.png,0.750
11789,と夫員ン,と夫長シ,66_val_00731.png,0.500
11790,動研わなさ,動か8るなさ,66_val_00739.png,0.500
11791,ぐ二リ,ぐニリ,66_val_00740.png,0.333
11792,合戦,合載,66_val_00744.png,0.500
11793,市号違,市号道,66_val_00746.png,0.333
11794,ーのあえル,ーのトあえル,66_val_00749.png,0.167
11795,2つ置a売な物,2つ置a売なあ,66_val_00752.png,0.143
11796,ア振市づたwー,ア振市づたvー,66_val_00756.png,0.143
11797,た郡完風業す,た郡完風茉す,66_val_00762.png,0.167
11798,入根ド間た,入根ド関た,66_val_00765.png,0.200
11799,内の爵な,内の熹な,66_val_00770.png,0.250
11800,り信張世るし,鉄と年惧世るし,66_val_00779.png,0.571
11801,に多有数出,に多有数サ,66_val_00782.png,0.200
11802,ロい競け,ロい識け,66_val_00783.png,0.250
11803,イドさド野ス,りをさし野ス,66_val_00785.png,0.500
11804,4務Aらア海エ,4務Aらア海ェ,66_val_00787.png,0.143
11805,国でッ写み,国でッ耳み,66_val_00795.png,0.200
11806,覧とた多ペ新,場としテパ若,66_val_00796.png,0.833
11807,するン重はらデ,するc重はらデ,66_val_00797.png,0.143
11808,っ出,つ出,66_val_00802.png,0.500
11809,せ品月仮て王,牡品月仮て王,66_val_00808.png,0.167
11810,ドしヒリ覇ッ日,ドしヒリ研ッ日,66_val_00814.png,0.143
11811,8士,8土,66_val_00815.png,0.500
11812,界形しビ,界形しヒ,66_val_00816.png,0.250
11813,頃首,頃,73_train_00680.png,0.500
11814,I1,l1,79_train_06978.png,0.500
11815,和でンラ母,和でン一自,66_val_00829.png,0.400
11816,とタにテー,とタとテー,66_val_00830.png,0.200
11817,ま門タ高塚,ま門ク高塚,66_val_00837.png,0.200
11818,は1は赤放,はは赤放,66_val_00845.png,0.200
11819,59Ct0ku,59Cr0ku,66_val_00850.png,0.143
11820,験搬カ村こ,験搬力村こ,66_val_00852.png,0.200
11821,タし櫻,クし櫻,66_val_00864.png,0.333
11822,ロン,母く,66_val_00873.png,1.000
11823,監州と建町県に,監州と曜ポ観に,66_val_00874.png,0.429
11824,さゅンる末,きゅンる夫,66_val_00883.png,0.400
11825,工の職籍3針,エの職籍8針,66_val_00892.png,0.333
11826,ーてはツ性コ,ーて1はツ性コ,66_val_00897.png,0.143
11827,089r9w,u89r9w,66_val_00898.png,0.167
11828,西三域聞リラ,西三域間リラ,66_val_00904.png,0.167
11829,0ちてで相ー,0ちてで相一,66_val_00908.png,0.167
11830,温3,潟3,66_val_00918.png,0.500
11831,n化はを調わ廃,n化はを諏わ廃,66_val_00919.png,0.143
11832,岡メr,岡バ,66_val_00921.png,0.667
11833,ー朝は子く,一朝は子く,66_val_00925.png,0.200
11834,上時まら守た,と時まう守た,66_val_00927.png,0.333
11835,が点はベ,が点はへ,66_val_00930.png,0.250
11836,リ愛映,以西般,66_val_00933.png,1.000
11837,01n11O1,0ln11O1,66_val_00945.png,0.143
11838,京上,京金,66_val_00952.png,0.500
11839,ーテ大,一テ大,66_val_00958.png,0.333
11840,呼形業こ,将形こ,66_val_00961.png,0.500
11841,イた,イ人た,66_val_00988.png,0.333
11842,N1力どスv,N1カとスッ,66_val_00995.png,0.500
11843,鎌ロと昌,鎌ロと呂,67_test_00000.png,0.250
11844,ガあ事妻目月,岩あ事奏目月,67_test_00001.png,0.333
11845,滝と,済と,67_test_00004.png,0.500
11846,れaもオ,と者に南,67_test_00010.png,1.000
11847,てィ次0自ら周,でネ汐0自ら周,67_test_00014.png,0.429
11848,善りま,善リま,67_test_00021.png,0.333
11849,に県託ンなG止,に県託ンなG正,67_test_00023.png,0.143
11850,リ3行のま,リ8持績劇,67_test_00026.png,0.800
11851,通御ーアら0か,通箚ーアら0か,67_test_00028.png,0.143
11852,るか館ペば世,るか飽ペば世,67_test_00034.png,0.167
11853,095k22,0195L22,67_test_00036.png,0.286
11854,再を監で大飛,原を略で人飛,67_test_00043.png,0.500
11855,教ノB判2を,教ノBく判レを,67_test_00046.png,0.286
11856,年な発理い,年な発選い,67_test_00048.png,0.200
11857,こ滋3にル,こ遊3にル,67_test_00052.png,0.200
11858,こ後ス北を,こ後X北を,67_test_00053.png,0.200
11859,ララ引リた,ラA5難リた,67_test_00057.png,0.500
11860,いけ編で,いけ線パ,67_test_00071.png,0.500
11861,p兵,p浜,67_test_00073.png,0.500
11862,そ時道4,そ照ば時,67_test_00075.png,0.750
11863,ネード入下っ,ネート人下っ,67_test_00080.png,0.333
11864,乗ー復けの茅,乗ニ復けの茅,67_test_00081.png,0.167
11865,式ザ点年のだル,ゴサ点年のだル,67_test_00095.png,0.286
11866,り年等,5年年,67_test_00096.png,0.667
11867,バ2バ野で因,バ2川野で因,67_test_00103.png,0.167
11868,線郡ab三ス業,楽郡も三ス業,67_test_00105.png,0.429
11869,に建イュ,に建ィュ,67_test_00107.png,0.250
11870,年ェ源績るり,年ェ矮績るり,67_test_00110.png,0.167
11871,処でのは本フイ,列でのは本フイ,67_test_00111.png,0.143
11872,建は金を,垣は金を,67_test_00117.png,0.250
11873,く代でB,く代でF,67_test_00125.png,0.250
11874,よ1保け,よ1禄け,67_test_00126.png,0.250
11875,間山爵俵業用ン,間山爵伊と中マ,67_test_00129.png,0.571
11876,い防をも,い開をも,67_test_00133.png,0.250
11877,い限ズて,い阪ズて,67_test_00134.png,0.250
11878,の京ー,の同火s,67_test_00135.png,0.750
11879,ー社後監方る,ー社俊監方る,67_test_00138.png,0.167
11880,拠ヤ公構リ,慮1公死リ,67_test_00140.png,0.600
11881,述を申あ,述を中あ,67_test_00143.png,0.250
11882,版露っ,版霊っ,67_test_00145.png,0.333
11883,戦Vン,興Vン,67_test_00147.png,0.333
11884,い後略イれ,い書曜イれ,67_test_00161.png,0.400
11885,イい作食はを月,ィい作館はを月,67_test_00163.png,0.286
11886,佐離用Oで代ド,伝離用0で代ド,67_test_00164.png,0.286
11887,てIに日の寺,て1に日の寺,67_test_00179.png,0.167
11888,数そ社のに3い,動そ性のに3パ,67_test_00183.png,0.429
11889,ドう北,ーうっし,67_test_00185.png,0.750
11890,きむれ,きおれ,67_test_00188.png,0.333
11891,りこャ,りこヤ,67_test_00191.png,0.333
11892,ケ次入もた,次次入もた,67_test_00201.png,0.200
11893,1なるシ,Lなるシ,67_test_00209.png,0.250
11894,良助とラ勢レっ,良助とラ勢レ分,67_test_00219.png,0.143
11895,sア,sァ,67_test_00224.png,0.500
11896,らス易際i,らス易際l,67_test_00229.png,0.200
11897,IcC9,I2cC9,67_test_00243.png,0.200
11898,部たピ2空,第たビ2在,67_test_00244.png,0.600
11899,シ文ルュM,や系死まい,67_test_00247.png,1.000
11900,動れ務ドデの,動0率ドデの,67_test_00252.png,0.333
11901,代時,作時,67_test_00257.png,0.500
11902,けっ聖はヤー,けっ聖はヤ一,67_test_00264.png,0.167
11903,1しギど角,1しキど角,67_test_00267.png,0.200
11904,憲マザ2領,憲マザ2題,67_test_00268.png,0.200
11905,年ョシ普無,年ョシ藤無,67_test_00273.png,0.200
11906,リ学採プ,J学採プ,67_test_00279.png,0.250
11907,す政チ項あ優,同像ヌ9膝に優,67_test_00281.png,0.857
11908,い年与ュク獲算,4年与ュ夕獲算,67_test_00282.png,0.286
11909,ある4ら若,あるれら若,67_test_00285.png,0.200
11910,ス商あ1ラ尾,ス南か巻を散,67_test_00292.png,0.833
11911,ソンーブを,ソン一ブを,67_test_00294.png,0.200
11912,ンし映にラバ,ンし映にうバ,67_test_00296.png,0.167
11913,ばみしれ外cブ,ばみしれ外cプ,67_test_00298.png,0.143
11914,スてもヘセ討,スyてもへセ禄,67_test_00303.png,0.429
11915,リので,没ので,67_test_00306.png,0.333
11916,ユい2売,ュい2売,67_test_00316.png,0.250
11917,用W時明動体も,国V時明動体も,67_test_00320.png,0.286
11918,複ーに羲長収,複一に歌良収,67_test_00328.png,0.500
11919,はての0ェ,はてのOェ,67_test_00330.png,0.200
11920,だなとしっ4,たなとしっ4,67_test_00334.png,0.167
11921,大た国針る,大た国銚る,67_test_00340.png,0.200
11922,なじ作命9,なし年命9,67_test_00341.png,0.400
11923,4う受はア,定ン津でア,67_test_00342.png,0.800
11924,をし器るポ寛,をしはとエR窺,67_test_00351.png,0.714
11925,アッ額4ペ,アッ類4ペ,67_test_00352.png,0.200
11926,1iは原ア5,1側は原ア5,67_test_00357.png,0.167
11927,表V,2u,77_train_02404.png,1.000
11928,全在国でシた2,金在国てシにー,67_test_00365.png,0.571
11929,なJ4り試国に,な勝4パ裁頃ら,67_test_00367.png,0.714
11930,か計ト性る,がト性る,67_test_00368.png,0.400
11931,4a8951R,40951R,67_test_00370.png,0.286
11932,0とで国よ,0一どで国よ,67_test_00379.png,0.333
11933,春てと,をに4,67_test_00389.png,1.000
11934,約期業部放,約期業都放,67_test_00406.png,0.200
11935,1れテドリi,1れテドリ椎,67_test_00410.png,0.167
11936,品を堂者,品を堂皆,67_test_00413.png,0.250
11937,4ンー2堤そ連,4プっ2堤そ連,67_test_00415.png,0.286
11938,1レl,ルl,67_test_00416.png,0.667
11939,で作サにンイ,で作サこンイ,67_test_00418.png,0.167
11940,衆ー,菜7,67_test_00422.png,1.000
11941,iロテ,i口テ,67_test_00423.png,0.333
11942,アgロ郭述,災9ロ郭述,67_test_00424.png,0.400
11943,通書ー起白タ,通書ー起自タ,67_test_00426.png,0.167
11944,日6公らに場ク,日6公らク場ク,67_test_00429.png,0.143
11945,ダ当は,ダョは,67_test_00434.png,0.333
11946,ィ任場定の身,ィ任場定ィの身,67_test_00438.png,0.143
11947,長そこ政か,優そこ政か,67_test_00443.png,0.200
11948,以ン登ン組と,以ン登ンン徴と,67_test_00445.png,0.286
11949,能伊れがか,能アれがか,67_test_00447.png,0.200
11950,着,撮,75_test_00609.png,1.000
11951,1プ,1昭,67_test_00453.png,0.500
11952,にー年れニ月訟,に一年れニ月訟,67_test_00457.png,0.143
11953,党にラ版,党にラ服,67_test_00462.png,0.250
11954,力た,カた,67_test_00470.png,0.500
11955,器ど2次末しっな,器ど入末しっな,67_test_00471.png,0.250
11956,言設級米ボ子,言設級米ポ子,67_test_00472.png,0.167
11957,タタネ兼ー宅,タタネ兼一宅,67_test_00475.png,0.167
11958,が含釣,が言釣,67_test_00477.png,0.333
11959,地ンな態前ッ,ル参な態前ッ,67_test_00480.png,0.333
11960,こに点張Uは気,こに点張翅は気,67_test_00482.png,0.143
11961,てす多ょ烈滝,てオ多ょ烈滝,67_test_00485.png,0.167
11962,5ペa大東ラた,リペa大東ラた,67_test_00491.png,0.143
11963,6校はロ強騎も,に交本い強野も,67_test_00495.png,0.714
11964,管せセ携状線由,音せセ榛状縁由,67_test_00499.png,0.429
11965,る年ま質を行,をア発年制を行,67_test_00503.png,0.714
11966,る権ら叶に広結,る右畑Nで広増,67_test_00507.png,0.714
11967,っをげ観,っをけ組,67_test_00512.png,0.500
11968,除いも,像いさ,67_test_00516.png,0.667
11969,打交後を上,打でh緩を上,67_test_00521.png,0.500
11970,と当馬開種ー,と署馬類理ー,67_test_00529.png,0.500
11971,ムアス動山,ムアズ勤山,67_test_00534.png,0.400
11972,開るズ,闘るズ,67_test_00535.png,0.333
11973,駅cー台東F,駅トcー台東F,67_test_00538.png,0.143
11974,ナ隠,ナ憶,67_test_00546.png,0.500
11975,く路を攻鮮程と,く路を攻鉾程と,67_test_00548.png,0.143
11976,ソ物備て3圭護,ソ物備で3圭護,67_test_00549.png,0.143
11977,開訓局愛ャ又ッ,開馴局愛ャマッ,67_test_00550.png,0.286
11978,伴5l意デ,伴5l意ア,67_test_00557.png,0.200
11979,非0死,罪0死,67_test_00558.png,0.333
11980,ためnM指心,ためnふ拾心,67_test_00561.png,0.333
11981,k91C3o,k91tC3o,67_test_00568.png,0.143
11982,日式県がけド,日式県がげド,67_test_00574.png,0.167
11983,防造5盤,防造5爵,67_test_00579.png,0.250
11984,内k採,山採,67_test_00582.png,0.667
11985,しマみ域と,いマみ域と,67_test_00584.png,0.200
11986,カdけ果ペ,カのれなまう,67_test_00587.png,0.833
11987,る繁験の年ド名,る勢験の年ド名,67_test_00589.png,0.143
11988,載女,歳女,67_test_00591.png,0.500
11989,さ同がが知バ甲,さ同がが犯バ甲,67_test_00599.png,0.143
11990,も口,もロ,67_test_00600.png,0.500
11991,Jしのル,1てじ2ル,67_test_00610.png,0.800
11992,熱小共,熟小共,67_test_00611.png,0.333
11993,らて井ロれ,らで荘立れ,67_test_00612.png,0.600
11994,の乱,の務,67_train_04560.png,0.500
11995,前ははルブ,前ははルプ,67_test_00625.png,0.200
11996,だダたヌ絶,だダたラ8電,67_test_00626.png,0.500
11997,8っラ千分ベは,8っラ千分ペは,67_test_00627.png,0.143
11998,素よあ決東通到,素よあ茨東通到,67_test_00628.png,0.143
11999,cにラのの,Cにラのの,67_test_00629.png,0.200
12000,55aL7,55a17,67_test_00645.png,0.200
12001,あ氏,あュ,67_test_00647.png,0.500
12002,登編カ方,獣海第方,67_test_00648.png,0.750
12003,で12る用ン名,アくらに型が種,67_test_00649.png,1.000
12004,現ンた一る,現ンたたー,67_test_00659.png,0.400
12005,ブた熱チせレ,プた熱チせレ,67_test_00660.png,0.167
12006,単,卓,72_test_00800.png,1.000
12007,一体前と本た,ー体前と本た,67_test_00666.png,0.167
12008,mフ前青ス0が,mフ首青ス0れ,67_test_00676.png,0.286
12009,人遅癒,人遅疹,67_test_00680.png,0.333
12010,新で取ド,ーで取7ド,67_test_00683.png,0.400
12011,員長えた図て高,高事一を回前就,67_test_00685.png,1.000
12012,おイポが約,ーイよ中な企,67_test_00694.png,0.833
12013,守,宇,71_test_00489.png,1.000
12014,ョンた候n者頭,イソを撮o価頭,67_test_00717.png,0.857
12015,の一あだで部た,のーあだる寧作,67_test_00723.png,0.571
12016,らす開,らす聞,67_test_00727.png,0.333
12017,店生,店年,67_test_00729.png,0.500
12018,お由ガ主,お曲ガ主,67_test_00730.png,0.250
12019,7行,7る行,67_test_00731.png,0.333
12020,年さし,東と反,67_test_00732.png,1.000
12021,統るこ,統るご,67_test_00757.png,0.333
12022,ことゲ開,ことケ関,67_test_00760.png,0.500
12023,業よのそれア死,素よのそがア死,67_test_00762.png,0.286
12024,のへが理に1科,のへは段て西,67_test_00766.png,0.714
12025,らキおム用レが,24のム権レ類,67_test_00769.png,0.714
12026,会トに残,記ーに残,67_test_00776.png,0.500
12027,るに当1総,機に当継,67_test_00780.png,0.600
12028,てイでびを,露イでびを,67_test_00782.png,0.200
12029,らー陣収社,ら一陣収社,67_test_00783.png,0.200
12030,へトにヘ館,へトユヘ館,67_test_00784.png,0.200
12031,にのモがい5,にのモがいも,67_test_00785.png,0.167
12032,子れl活,子れJ活,67_test_00788.png,0.250
12033,類ノっ,類ノつ,67_test_00793.png,0.333
12034,あsわ理派シ,のミれ理派シ,67_test_00795.png,0.500
12035,っに世,ラたに世,67_test_00797.png,0.500
12036,作6採報,作6株報,67_test_00798.png,0.250
12037,どら,の分も,67_test_00810.png,1.000
12038,術を母当開4メ,術を母当開入接,67_test_00811.png,0.286
12039,をガモでに4,たがセてに4,67_test_00812.png,0.667
12040,念すでし社台,念すでし社含I,67_test_00813.png,0.286
12041,ィスりヴー出,ィブけつー出,67_test_00815.png,0.500
12042,レー拡,レー妨,67_test_00819.png,0.333
12043,だの所業ん載,さの春探が政,67_test_00825.png,0.833
12044,1と習禁ロイ比,1と習露ロイ比,67_test_00831.png,0.143
12045,ー自て鎖てと1,一自て鑽てと1,67_test_00844.png,0.286
12046,ベン家,べン家,67_test_00857.png,0.333
12047,0Smnv,02m1W,67_test_00864.png,0.600
12048,D録2のししン,0英の0賞んン,67_test_00871.png,0.857
12049,業品社,禁最桂,67_test_00874.png,1.000
12050,里え節,里テ大セ,67_test_00886.png,0.750
12051,使っ無ル,使う総無ル,67_test_00888.png,0.400
12052,ー年部英,一年部英,67_test_00889.png,0.250
12053,配カ整でる歯ル,記方整でる歯ル,67_test_00898.png,0.286
12054,手オ降リに気2,手オ降ひに気2,67_test_00899.png,0.143
12055,類を場は行s,築を場は行てs,67_test_00902.png,0.286
12056,tにの獲,fにの獲,67_test_00904.png,0.250
12057,さーるン場形,ニるシ場形,67_test_00919.png,0.500
12058,装設はにて,菱設はにで,67_test_00922.png,0.400
12059,cOA793,c0A793,67_test_00924.png,0.167
12060,すてラ一始,すてラー始,67_test_00927.png,0.200
12061,巻,舎,74_test_00526.png,1.000
12062,に訴チ科d入,ペ訴チ科d入,67_test_00941.png,0.167
12063,ュで1は一,ュで1はー,67_test_00948.png,0.200
12064,55,日9,67_test_00950.png,1.000
12065,しソ五,いノ五,67_test_00951.png,0.667
12066,結ネ後をF成,粘ネ後をF成,67_test_00953.png,0.167
12067,1u,tu,73_train_06992.png,0.500
12068,つラ晋るー試,つラ習るー試,67_test_00962.png,0.167
12069,パでイは0ラ男,バでイは0ラ男,67_test_00964.png,0.143
12070,足よだは,足よたは,67_test_00970.png,0.250
12071,プで試ロし,プ楽で流曲し,67_test_00971.png,0.500
12072,な譲民と,な講民と,67_test_00973.png,0.250
12073,こリた,乙リた,67_test_00975.png,0.333
12074,gタ日,g列,67_test_00977.png,0.667
12075,lむ,oと,67_test_00979.png,1.000
12076,性ナを40馬,性ナを4O馬,67_test_00980.png,0.167
12077,てこん,たっ学,67_test_00994.png,1.000
12078,ヌは間代,マは間代,67_test_00995.png,0.250
12079,物n田ダとス年,物n田タさス年,67_train_00001.png,0.286
12080,根っをしよ性,前うをしよ性,67_train_00002.png,0.333
12081,をラル蓋室0オ,をラル蓋宮0オ,67_train_00010.png,0.143
12082,rCr,rcr,67_train_00017.png,0.333
12083,信紀くい七潜,信紀くい七遊,67_train_00019.png,0.167
12084,で大,で演,67_train_00023.png,0.500
12085,9ー,9歴,67_train_00024.png,0.500
12086,か乗グ橘ち,か乗グ橋ち,67_train_00025.png,0.200
12087,まLに,まコヒに,67_train_00032.png,0.500
12088,にワるは,2120,67_train_00034.png,1.000
12089,p0OB123,p00B123,67_train_00036.png,0.143
12090,限の,限め,67_train_00046.png,0.500
12091,L年t当T康ア,L年r当T康7,67_train_00075.png,0.286
12092,エの鉄,工の鉄,67_train_00083.png,0.333
12093,大画デ有,大面ーマてが,67_train_00084.png,0.833
12094,あののンー,あののソー,67_train_00085.png,0.200
12095,がバ和師も,nバ知艇し,67_train_00092.png,0.800
12096,ー第を,一第を,67_train_00093.png,0.333
12097,ミと2舞送な形,さと2親送な手,67_train_00096.png,0.429
12098,線キ刻対にか,線キ刻ヴにが,67_train_00104.png,0.333
12099,Ah352l,Ah3521,67_train_00106.png,0.167
12100,揮閣,揮閏,67_train_00109.png,0.500
12101,い指上王,い指上正,67_train_00111.png,0.250
12102,絶万カっ,紀与方っ,67_train_00112.png,0.750
12103,短経ソ,短軽ソ,67_train_00114.png,0.333
12104,は後客っちさ,は後撃っちさ,67_train_00126.png,0.167
12105,諭レドまンた,諭レトまンた,67_train_00134.png,0.167
12106,きどる主新ン,性でる主もつレ,67_train_00137.png,0.714
12107,ヶるまン道,うる提ル道,67_train_00147.png,0.600
12108,効田選,交田選,67_train_00152.png,0.333
12109,8あ平,8uあ平,67_train_00159.png,0.250
12110,i同,i国,67_train_00162.png,0.500
12111,h83T2,h33T2,67_train_00163.png,0.200
12112,身通な戦貼ど,標通な戦貼ど,67_train_00165.png,0.167
12113,源で校改n駅,源で校改r駅,67_train_00167.png,0.167
12114,エエ田は段れが,オエ由は段紀れ,67_train_00170.png,0.571
12115,動ヴくモさ江,動ヴく頸飛さ江,67_train_00178.png,0.286
12116,21lh3G,211h3G,67_train_00180.png,0.167
12117,リエッた9,ンニッた19,67_train_00185.png,0.500
12118,0言ざ弟ュ爵拝,C言ざ弟ュ爵拝,67_train_00187.png,0.143
12119,ー9先0,ーコ先0,67_train_00192.png,0.250
12120,環や県得生ラが,購や県得生ラが,67_train_00198.png,0.143
12121,後メや南かけた,後メや南かけ負,67_train_00203.png,0.143
12122,時ッペがト訪,時ッへがト訪,67_train_00214.png,0.167
12123,目に,想,77_train_04060.png,1.000
12124,アの年起家,表な年起家,67_train_00223.png,0.400
12125,イが独2代ンる,イが雨2代ンる,67_train_00224.png,0.143
12126,て号でaム1わ,て号でaム1ね,67_train_00227.png,0.143
12127,りAc1,リ4学国,67_train_00236.png,1.000
12128,10発ンでさ,1をの父ンでき,67_train_00238.png,0.571
12129,に促ス1で後世,に仮ス1で様世,67_train_00239.png,0.286
12130,選はcな睦て自,選はcな腔て自,67_train_00241.png,0.143
12131,説し議り,魏し議り,67_train_00242.png,0.250
12132,ジ郡2名,ジ郡2コ因,67_train_00248.png,0.400
